8.93212e+06,227,258,292,259
8.93222e+06,226,259,293,259
8.9323e+06,227,258,291,259
8.93235e+06,227,258,292,258
8.93239e+06,227,258,291,258
8.93245e+06,226,258,291,258
8.9325e+06,227,259,290,259
8.93255e+06,226,258,291,258
8.9326e+06,227,259,292,259
8.93265e+06,226,259,291,259
8.93272e+06,226,259,291,258
8.93277e+06,227,259,291,259
8.93282e+06,227,259,292,259
8.93286e+06,226,260,291,260
8.93293e+06,227,259,292,260
8.93301e+06,227,260,292,260
8.93307e+06,226,260,291,260
8.93314e+06,227,259,291,259
8.93318e+06,227,261,291,261
8.93323e+06,226,261,292,261
8.9333e+06,225,240,300,240
8.93335e+06,227,261,293,261
8.9334e+06,228,259,292,259
8.93345e+06,227,259,291,258
8.9335e+06,227,258,292,260
8.93355e+06,227,260,292,260
8.9336e+06,228,260,293,260
8.93365e+06,227,260,292,260
8.9337e+06,227,260,292,260
8.93375e+06,227,260,292,260
8.93381e+06,228,260,292,260
8.93386e+06,227,259,292,260
8.93391e+06,227,260,292,260
8.93396e+06,227,260,292,260
8.93401e+06,227,260,292,260
8.93406e+06,227,259,293,260
8.9341e+06,227,259,292,259
8.93416e+06,227,260,293,260
8.93421e+06,227,260,293,260
8.93426e+06,227,260,292,260
8.93431e+06,227,260,292,260
8.93436e+06,227,259,291,259
8.93441e+06,227,260,292,260
8.93447e+06,227,260,292,260
8.93451e+06,227,259,292,259
8.93456e+06,228,260,292,260
8.93462e+06,224,243,302,243
8.93467e+06,203,242,302,242
8.93472e+06,228,262,293,261
8.93477e+06,228,261,292,261
8.93483e+06,228,260,293,260
8.93488e+06,228,259,292,259
8.93493e+06,227,259,292,259
8.93497e+06,227,259,292,259
8.93502e+06,227,260,292,260
8.93507e+06,227,259,292,259
8.93511e+06,227,259,292,259
8.93516e+06,228,260,293,260
8.93521e+06,227,260,293,260
8.93526e+06,227,261,292,261
8.93531e+06,226,260,291,260
8.93536e+06,227,260,292,260
8.93541e+06,227,261,291,260
8.93545e+06,227,260,291,260
8.9355e+06,227,260,292,260
8.93556e+06,226,259,291,259
8.9356e+06,227,260,292,260
8.93565e+06,227,261,291,260
