9.05134e+06,243,275,304,273
9.05142e+06,243,275,304,273
9.0515e+06,242,275,303,272
9.05155e+06,242,275,303,273
9.0516e+06,242,275,302,272
9.05165e+06,242,275,303,272
9.0517e+06,243,275,303,273
9.05175e+06,243,276,303,272
9.0518e+06,243,275,304,272
9.05185e+06,243,274,304,272
9.05191e+06,243,275,304,273
9.05197e+06,243,275,303,273
9.05204e+06,242,275,304,273
9.0521e+06,243,274,303,273
9.0522e+06,243,276,303,272
9.05227e+06,242,275,303,273
9.05236e+06,242,275,303,273
9.05245e+06,242,275,303,272
9.05251e+06,242,275,302,272
9.05256e+06,241,274,303,273
9.05263e+06,242,275,303,273
9.05269e+06,242,275,303,273
9.05276e+06,242,275,303,273
9.05282e+06,243,276,303,273
9.0529e+06,242,276,303,272
9.05296e+06,243,276,303,272
9.05302e+06,242,276,303,273
9.05308e+06,241,275,303,273
9.05316e+06,242,275,302,273
9.05322e+06,241,275,302,273
9.05331e+06,242,275,302,273
9.05335e+06,241,275,302,273
9.0534e+06,241,276,302,273
9.05345e+06,242,275,302,273
9.05351e+06,241,276,303,274
9.05356e+06,242,275,302,273
9.05361e+06,241,276,302,273
9.05366e+06,241,276,302,273
9.05371e+06,241,276,302,273
9.05376e+06,241,276,302,273
9.05383e+06,241,276,302,274
9.05388e+06,241,276,302,273
9.05393e+06,241,276,302,274
9.05399e+06,241,276,302,274
9.05403e+06,241,276,302,273
9.05408e+06,240,276,301,274
9.05413e+06,241,276,302,274
9.05418e+06,241,277,302,274
9.05423e+06,240,276,301,274
9.05428e+06,240,276,301,273
9.05434e+06,241,277,301,273
9.05439e+06,240,276,302,274
9.05445e+06,241,277,302,274
9.0545e+06,240,276,302,274
9.05455e+06,242,277,302,274
9.0546e+06,241,277,303,274
9.05467e+06,241,277,303,274
9.05471e+06,240,276,302,274
9.05475e+06,242,276,302,274
9.05481e+06,241,276,302,274
9.05486e+06,240,276,302,274
9.05491e+06,242,277,302,273
9.05497e+06,240,276,301,274
9.05501e+06,241,276,302,274
9.05507e+06,240,276,301,274
9.05513e+06,241,276,301,273
9.05518e+06,241,276,302,275
9.05523e+06,240,276,301,274
9.05528e+06,241,277,301,273
9.05533e+06,239,276,301,274
9.0554e+06,240,277,301,274
9.05545e+06,240,276,301,274
9.0555e+06,241,277,301,274
9.05555e+06,241,277,302,275
9.0556e+06,240,276,301,274
9.05565e+06,240,276,301,274
9.0557e+06,241,276,302,274
9.05575e+06,240,277,301,274
9.0558e+06,240,276,301,274
9.05585e+06,240,276,301,274
9.05591e+06,240,276,301,274
9.05601e+06,241,277,302,274
9.05609e+06,241,277,301,274
9.05618e+06,241,276,302,274
9.05624e+06,240,276,301,274
9.05635e+06,240,276,302,274
9.0564e+06,240,276,301,273
9.05648e+06,240,277,301,274
9.05655e+06,240,277,301,274
9.05663e+06,242,261,302,276
9.0567e+06,240,278,302,274
9.05678e+06,240,276,302,274
9.05684e+06,241,277,302,274
9.05691e+06,241,277,302,274
9.05697e+06,242,277,302,275
9.05706e+06,241,277,303,275
9.05712e+06,242,277,303,274
9.0572e+06,242,277,303,274
9.05728e+06,243,278,304,274
9.05738e+06,244,278,305,275
9.05745e+06,243,277,304,274
9.05753e+06,243,277,305,275
9.05761e+06,243,277,305,274
9.05769e+06,243,277,304,274
9.05774e+06,243,278,304,274
9.05783e+06,242,261,304,276
9.05791e+06,241,261,305,276
9.05804e+06,243,278,305,275
9.05813e+06,243,277,305,274
9.05821e+06,243,277,304,274
9.05827e+06,243,277,306,273
9.05834e+06,243,277,304,273
9.0584e+06,244,278,306,274
9.05847e+06,244,277,306,274
9.05853e+06,244,277,306,274
9.05859e+06,244,277,306,274
9.05865e+06,244,277,307,274
9.05873e+06,244,277,308,274
9.05881e+06,244,277,307,274
9.05888e+06,244,278,307,275
9.05896e+06,245,278,306,274
9.05903e+06,245,278,306,274
9.05909e+06,245,278,307,275
9.05914e+06,245,278,307,275
9.05921e+06,245,277,308,274
9.05929e+06,245,277,308,274
9.05934e+06,247,279,309,275
9.05941e+06,247,279,310,273
9.05946e+06,248,279,310,273
9.05956e+06,248,278,311,273
9.05962e+06,249,278,311,274
9.05974e+06,250,278,312,273
9.05981e+06,251,277,314,273
9.05989e+06,250,278,313,274
9.05995e+06,251,278,314,274
9.06e+06,250,278,313,274
9.06006e+06,251,278,313,274
9.06013e+06,251,279,313,274
9.0602e+06,252,278,315,274
9.0603e+06,251,278,314,274
9.06036e+06,252,279,315,273
9.06044e+06,252,277,315,273
9.0605e+06,252,278,315,274
9.06057e+06,252,277,316,274
9.06064e+06,253,279,316,274
9.06072e+06,253,278,318,274
9.06078e+06,254,278,316,274
9.06086e+06,254,279,317,274
9.06092e+06,254,278,317,274
9.06097e+06,254,279,316,273
9.06104e+06,254,277,317,274
9.06113e+06,255,278,317,274
9.06119e+06,254,277,319,273
9.06124e+06,254,278,317,274
9.0613e+06,254,279,317,274
9.06135e+06,253,278,318,274
9.06141e+06,254,278,319,274
9.06147e+06,253,278,318,274
9.06152e+06,253,278,317,274
9.06158e+06,254,278,318,274
9.06165e+06,254,278,318,274
9.0617e+06,254,279,318,273
9.06175e+06,254,278,318,274
9.06179e+06,254,279,317,274
9.06186e+06,254,278,319,274
9.06192e+06,254,279,317,274
9.062e+06,254,279,318,274
9.06206e+06,254,278,318,274
9.06211e+06,253,278,319,274
9.06218e+06,254,278,317,274
9.06225e+06,254,278,318,274
9.0623e+06,253,278,318,275
9.06237e+06,255,278,318,275
9.06245e+06,254,279,318,274
9.06252e+06,255,278,318,274
9.06259e+06,255,279,317,274
9.06266e+06,255,278,319,274
9.06272e+06,255,279,319,275
9.06279e+06,255,279,318,275
9.06284e+06,254,279,319,275
9.06292e+06,254,278,319,274
9.06298e+06,252,262,316,259
9.06303e+06,251,262,318,277
9.06309e+06,256,280,320,275
9.06315e+06,256,280,319,275
9.06322e+06,256,279,321,275
9.0633e+06,256,280,321,274
9.06337e+06,256,280,320,275
9.06344e+06,256,280,320,275
9.06352e+06,258,280,321,276
9.06359e+06,256,280,321,276
9.06365e+06,257,279,321,275
9.06372e+06,257,280,321,276
9.06378e+06,256,280,322,275
9.06384e+06,256,281,321,275
9.06389e+06,257,280,320,276
9.06395e+06,257,280,321,276
9.06402e+06,257,280,320,277
9.06409e+06,256,280,319,276
9.06415e+06,257,280,321,276
9.06424e+06,258,281,320,276
9.06431e+06,258,280,321,276
9.06437e+06,256,280,319,276
9.06443e+06,256,281,319,276
9.0645e+06,257,280,321,276
9.06455e+06,256,281,321,276
9.06461e+06,256,281,320,276
9.06466e+06,257,280,321,277
9.0647e+06,257,281,322,277
9.06476e+06,258,281,321,276
9.06481e+06,258,280,322,277
9.06485e+06,258,280,322,276
9.0649e+06,256,281,323,276
9.06494e+06,258,280,320,277
9.065e+06,257,281,322,277
9.06505e+06,257,280,322,277
9.0651e+06,257,281,323,276
9.06517e+06,257,280,322,277
9.06523e+06,256,280,322,276
9.06528e+06,257,281,321,277
9.06534e+06,257,282,321,277
9.06538e+06,256,281,322,277
9.06546e+06,257,281,321,277
9.06553e+06,258,281,321,276
9.0656e+06,257,281,322,277
9.0657e+06,258,281,321,277
9.06578e+06,257,281,321,277
9.06585e+06,257,280,321,277
9.06591e+06,257,280,321,277
9.06599e+06,256,281,320,277
9.06606e+06,256,281,321,277
9.06613e+06,257,282,323,276
9.0662e+06,257,282,321,277
9.06627e+06,257,280,321,277
9.06632e+06,257,281,321,277
